Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","653,482","(+/-7,335)","705,709","(+/-11,330)","652,379","(+/-6,345)","720,968","(+/-11,192)","668,322","(+/-10,096)","703,331","(+/-13,651)","707,482","(+/-8,253)","706,131","(+/-10,181)","664,218","(+/-10,213)","700,150","(+/-7,656)","673,579","(+/-7,337)","655,102","(+/-15,937)","723,817","(+/-10,204)","707,915","(+/-14,312)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","423,240","(+/-10,679)","576,802","(+/-15,015)","471,397","(+/-9,362)","616,241","(+/-12,333)","471,329","(+/-12,462)","494,934","(+/-13,399)","514,953","(+/-10,024)","518,553","(+/-11,665)","474,441","(+/-13,193)","517,498","(+/-13,018)","475,146","(+/-11,134)","495,864","(+/-14,778)","557,429","(+/-12,055)","540,081","(+/-14,868)"
Socioeconomic,"Health Insurance Coverage","With public coverage","353,001","(+/-9,174)","201,737","(+/-11,805)","305,140","(+/-8,925)","187,776","(+/-8,755)","296,607","(+/-8,066)","293,037","(+/-12,445)","333,688","(+/-8,551)","272,529","(+/-8,377)","286,327","(+/-11,271)","275,103","(+/-11,622)","325,501","(+/-8,380)","209,791","(+/-12,063)","270,526","(+/-10,167)","260,319","(+/-11,278)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","72,525","(+/-5,955)","63,504","(+/-7,473)","65,918","(+/-6,187)","55,550","(+/-6,124)","68,797","(+/-6,086)","68,900","(+/-7,491)","67,247","(+/-5,572)","56,189","(+/-5,504)","65,392","(+/-6,721)","72,443","(+/-7,123)","81,613","(+/-7,276)","103,572","(+/-8,635)","69,566","(+/-6,594)","69,407","(+/-6,094)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","170,350","(+/-3,449)","173,685","(+/-6,351)","175,010","(+/-2,481)","181,394","(+/-5,418)","160,016","(+/-5,262)","182,055","(+/-7,064)","169,190","(+/-4,017)","193,763","(+/-5,375)","178,970","(+/-5,211)","181,462","(+/-4,537)","139,808","(+/-2,213)","171,381","(+/-6,503)","197,239","(+/-5,427)","187,944","(+/-7,097)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","10,328","(+/-2,550)","9,141","(+/-3,286)","8,269","(+/-2,280)","10,917","(+/-3,597)","6,149","(+/-1,915)","9,469","(+/-3,377)","7,608","(+/-1,714)","7,136","(+/-2,127)","8,261","(+/-2,077)","10,192","(+/-3,054)","7,387","(+/-1,827)","13,968","(+/-3,033)","8,387","(+/-2,090)","11,396","(+/-2,823)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.9,(+/-1.2),5.0,(+/-1.0),10.5,(+/-1.2),5.1,(+/-1.0),10.3,(+/-1.4),9.8,(+/-1.5),9.2,(+/-0.9),10.5,(+/-1.1),10.4,(+/-1.5),8.4,(+/-1.2),7.7,(+/-1.3),8.6,(+/-1.4),9.0,(+/-1.3),9.4,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",23.0,(+/-2.4),9.2,(+/-2.0),18.8,(+/-2.3),6.5,(+/-1.6),15.0,(+/-2.7),17.6,(+/-2.7),15.7,(+/-1.9),15.5,(+/-2.0),15.9,(+/-2.8),13.9,(+/-2.5),13.6,(+/-2.9),13.8,(+/-2.7),13.5,(+/-2.4),13.6,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",21.8,(+/-6.3),4.6,(+/-4.4),12.3,(+/-4.8),6.1,(+/-4.2),15.3,(+/-7.3),15.1,(+/-5.7),16.2,(+/-5.1),18.2,(+/-4.5),12.6,(+/-5.0),8.6,(+/-4.4),12.6,(+/-6.9),8.7,(+/-4.4),11.5,(+/-4.8),9.4,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.5,(+/-1.1),2.5,(+/-1.0),5.0,(+/-0.9),2.5,(+/-0.8),4.7,(+/-0.9),4.8,(+/-1.1),5.0,(+/-0.7),5.4,(+/-1.0),5.2,(+/-1.2),5.1,(+/-1.2),5.2,(+/-1.1),3.8,(+/-1.1),6.1,(+/-1.2),5.1,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.8,(+/-2.6),3.2,(+/-1.9),7.2,(+/-1.9),2.3,(+/-1.1),5.3,(+/-1.6),7.3,(+/-2.3),6.7,(+/-1.7),6.2,(+/-2.1),7.0,(+/-2.2),8.6,(+/-2.4),7.8,(+/-2.5),6.4,(+/-2.3),7.7,(+/-2.4),5.9,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.2,(+/-5.3),0.3,(+/-0.4),4.1,(+/-2.9),1.9,(+/-2.3),2.4,(+/-2.5),5.6,(+/-4.5),6.8,(+/-4.6),3.6,(+/-2.4),2.6,(+/-2.4),4.0,(+/-4.4),5.2,(+/-4.9),3.8,(+/-3.6),8.2,(+/-5.3),0.8,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",31.6,(+/-4.1),14.4,(+/-4.0),28.1,(+/-4.4),17.7,(+/-4.6),26.2,(+/-4.5),25.6,(+/-4.7),24.3,(+/-3.7),30.1,(+/-4.3),26.4,(+/-4.7),20.7,(+/-4.5),16.6,(+/-4.1),20.4,(+/-3.9),22.4,(+/-4.9),24.6,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",44.3,(+/-5.6),25.2,(+/-6.4),42.6,(+/-5.9),25.4,(+/-7.8),33.8,(+/-6.8),42.2,(+/-7.6),33.5,(+/-5.3),39.9,(+/-6.5),33.0,(+/-6.6),29.3,(+/-7.0),28.4,(+/-7.3),27.7,(+/-6.3),31.9,(+/-6.9),33.3,(+/-6.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",57.2,(+/-15.3),10.6,(+/-8.4),44.8,(+/-14.8),27.0,(+/-28.9),52.2,(+/-23.8),57.7,(+/-21.0),41.7,(+/-12.8),49.4,(+/-16.4),44.2,(+/-17.2),28.1,(+/-15.5),41.1,(+/-20.8),29.8,(+/-15.2),22.9,(+/-17.5),45.3,(+/-16.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.8,(+/-1.3),8.8,(+/-1.1),16.1,(+/-1.2),8.1,(+/-0.9),14.4,(+/-1.3),14.2,(+/-1.6),13.5,(+/-0.9),12.4,(+/-1.0),13.6,(+/-1.3),13.1,(+/-1.4),12.8,(+/-1.3),11.7,(+/-1.3),10.6,(+/-1.2),12.3,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",27.5,(+/-3.1),11.4,(+/-2.8),22.7,(+/-2.8),7.4,(+/-1.7),16.1,(+/-2.9),23.5,(+/-4.1),18.8,(+/-2.5),16.9,(+/-2.1),18.4,(+/-3.1),19.7,(+/-3.2),16.8,(+/-3.5),17.4,(+/-3.3),14.0,(+/-2.5),17.0,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",27.2,(+/-3.1),11.4,(+/-2.8),22.5,(+/-2.8),7.3,(+/-1.7),15.9,(+/-3.0),23.0,(+/-4.2),18.4,(+/-2.3),16.7,(+/-2.1),18.2,(+/-3.1),19.4,(+/-3.2),16.7,(+/-3.5),16.9,(+/-3.2),13.8,(+/-2.4),16.9,(+/-2.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",27.3,(+/-5.4),9.7,(+/-4.2),19.8,(+/-3.5),8.5,(+/-3.5),19.0,(+/-4.8),28.9,(+/-7.2),18.7,(+/-3.9),22.0,(+/-4.1),19.8,(+/-4.8),25.2,(+/-4.9),16.1,(+/-4.3),16.3,(+/-4.9),11.2,(+/-3.0),16.6,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",27.2,(+/-3.2),12.0,(+/-3.1),23.5,(+/-3.4),6.9,(+/-1.8),14.9,(+/-3.1),21.1,(+/-4.1),18.3,(+/-2.5),15.1,(+/-2.1),17.7,(+/-2.9),17.5,(+/-3.4),16.9,(+/-4.1),17.2,(+/-3.5),14.6,(+/-3.0),17.0,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.1,(+/-1.0),8.1,(+/-0.9),14.2,(+/-1.0),8.4,(+/-0.9),14.0,(+/-1.2),11.6,(+/-1.1),12.1,(+/-0.7),11.0,(+/-0.8),12.2,(+/-1.0),11.3,(+/-1.1),12.0,(+/-1.0),10.2,(+/-1.0),9.6,(+/-1.0),10.9,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.7,(+/-1.4),8.9,(+/-1.8),10.3,(+/-1.4),5.6,(+/-1.4),12.7,(+/-1.4),11.5,(+/-1.6),11.2,(+/-1.4),11.2,(+/-1.4),11.4,(+/-1.4),12.1,(+/-1.7),10.4,(+/-1.4),13.7,(+/-2.2),11.0,(+/-1.6),11.0,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.5,(+/-1.4),6.1,(+/-1.3),12.2,(+/-1.3),4.8,(+/-0.9),10.2,(+/-1.4),11.9,(+/-2.0),10.5,(+/-1.0),10.8,(+/-1.1),11.4,(+/-1.6),10.8,(+/-1.6),8.9,(+/-1.6),10.1,(+/-1.7),9.2,(+/-1.3),10.3,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30.8,(+/-2.2),17.0,(+/-2.0),31.7,(+/-2.6),20.5,(+/-2.0),28.8,(+/-2.4),23.6,(+/-2.4),24.6,(+/-1.4),22.4,(+/-2.0),23.3,(+/-1.9),23.3,(+/-2.2),25.5,(+/-1.9),15.9,(+/-1.7),20.3,(+/-1.8),22.3,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school","167,829","(+/-5,565)","192,113","(+/-6,935)","186,285","(+/-5,445)","212,751","(+/-6,071)","179,177","(+/-6,937)","189,347","(+/-8,815)","171,596","(+/-5,189)","186,209","(+/-5,612)","176,184","(+/-5,429)","180,470","(+/-5,235)","147,185","(+/-4,976)","177,932","(+/-7,829)","192,941","(+/-5,958)","177,934","(+/-6,781)"
Education,"School Enrollment","Nursery school, preschool","9,086","(+/-1,604)","13,027","(+/-2,244)","9,014","(+/-2,216)","11,122","(+/-2,016)","9,786","(+/-2,065)","9,377","(+/-2,115)","8,190","(+/-1,482)","10,006","(+/-1,807)","7,787","(+/-1,598)","10,444","(+/-2,090)","8,268","(+/-1,551)","10,718","(+/-2,403)","10,738","(+/-1,870)","12,481","(+/-2,371)"
Education,"School Enrollment",Kindergarten,"7,975","(+/-1,792)","6,736","(+/-1,489)","11,438","(+/-1,892)","9,308","(+/-1,870)","7,899","(+/-1,594)","8,761","(+/-2,173)","7,651","(+/-1,626)","9,740","(+/-1,916)","8,791","(+/-1,935)","8,364","(+/-1,899)","8,565","(+/-1,434)","6,730","(+/-1,748)","9,935","(+/-2,161)","8,647","(+/-1,784)"
Education,"School Enrollment","Elementary school (grades 1-8)","74,975","(+/-3,566)","75,726","(+/-4,260)","72,738","(+/-3,076)","75,476","(+/-4,024)","65,963","(+/-4,125)","71,697","(+/-4,675)","70,283","(+/-3,339)","87,476","(+/-4,077)","75,354","(+/-4,317)","76,538","(+/-4,315)","55,663","(+/-2,726)","68,123","(+/-4,921)","85,389","(+/-3,915)","79,002","(+/-4,270)"
Education,"School Enrollment","High school (grades 9-12)","38,492","(+/-2,844)","34,651","(+/-2,755)","34,540","(+/-2,061)","41,845","(+/-3,196)","36,526","(+/-3,206)","47,116","(+/-4,115)","38,176","(+/-2,485)","43,216","(+/-2,855)","38,018","(+/-2,355)","40,358","(+/-2,939)","33,916","(+/-2,272)","38,443","(+/-3,179)","46,659","(+/-2,942)","40,141","(+/-2,406)"
Education,"School Enrollment","College or graduate school","37,301","(+/-3,654)","61,973","(+/-4,310)","58,555","(+/-5,074)","75,000","(+/-4,961)","59,003","(+/-3,814)","52,396","(+/-5,582)","47,296","(+/-4,012)","35,771","(+/-3,433)","46,234","(+/-3,249)","44,766","(+/-3,582)","40,773","(+/-3,402)","53,918","(+/-4,802)","40,220","(+/-2,931)","37,663","(+/-3,597)"
Education,"Educational Attainment","Population 25 years and over","525,136","(+/-3,829)","536,038","(+/-7,191)","504,910","(+/-3,146)","530,967","(+/-7,069)","517,978","(+/-6,975)","533,199","(+/-7,451)","560,392","(+/-3,416)","524,503","(+/-7,210)","520,606","(+/-5,915)","537,770","(+/-5,185)","571,783","(+/-3,666)","521,950","(+/-8,507)","556,302","(+/-6,894)","546,018","(+/-7,921)"
Education,"Educational Attainment","Less than 9th grade","26,187","(+/-2,183)","17,183","(+/-3,848)","13,334","(+/-2,070)","16,430","(+/-2,892)","20,586","(+/-2,936)","22,192","(+/-4,100)","17,639","(+/-2,503)","20,076","(+/-2,459)","19,579","(+/-2,730)","20,324","(+/-3,362)","15,289","(+/-2,157)","29,318","(+/-3,323)","23,173","(+/-3,000)","17,986","(+/-2,816)"
Education,"Educational Attainment","9th to 12th grade, no diploma","47,201","(+/-3,712)","20,075","(+/-3,957)","27,541","(+/-2,915)","14,170","(+/-2,710)","40,218","(+/-3,888)","29,872","(+/-3,051)","29,716","(+/-3,171)","34,335","(+/-2,386)","31,450","(+/-3,705)","29,311","(+/-3,826)","34,105","(+/-3,463)","26,297","(+/-3,229)","30,628","(+/-2,958)","31,641","(+/-3,295)"
Education,"Educational Attainment","High school graduate (includes equivalency)","176,095","(+/-5,986)","75,337","(+/-6,169)","146,133","(+/-5,905)","65,609","(+/-5,944)","147,022","(+/-6,110)","148,763","(+/-6,886)","136,183","(+/-6,040)","134,095","(+/-6,066)","143,850","(+/-6,285)","138,309","(+/-7,334)","148,415","(+/-7,319)","88,582","(+/-6,071)","148,313","(+/-6,289)","135,008","(+/-6,321)"
Education,"Educational Attainment","Some college, no degree","111,524","(+/-6,294)","86,339","(+/-6,128)","118,431","(+/-5,932)","66,185","(+/-4,521)","107,562","(+/-5,497)","116,075","(+/-6,503)","117,056","(+/-4,897)","100,115","(+/-4,662)","106,207","(+/-5,770)","108,235","(+/-5,202)","106,543","(+/-5,396)","87,189","(+/-5,958)","107,873","(+/-5,450)","101,531","(+/-6,180)"
Education,"Educational Attainment","Associate's degree","53,577","(+/-4,237)","39,767","(+/-4,169)","59,605","(+/-3,894)","32,999","(+/-3,317)","52,808","(+/-4,170)","55,559","(+/-4,357)","68,466","(+/-3,929)","54,971","(+/-3,952)","62,185","(+/-4,423)","56,479","(+/-4,480)","56,729","(+/-3,744)","42,088","(+/-4,500)","62,567","(+/-4,208)","56,396","(+/-4,181)"
Education,"Educational Attainment","Bachelor's degree","74,144","(+/-4,408)","180,996","(+/-7,922)","88,656","(+/-4,695)","173,113","(+/-8,621)","92,559","(+/-5,138)","107,201","(+/-5,979)","122,661","(+/-5,106)","114,778","(+/-5,474)","102,099","(+/-5,481)","121,782","(+/-7,264)","128,656","(+/-6,192)","158,078","(+/-7,619)","122,818","(+/-5,150)","131,100","(+/-6,019)"
Education,"Educational Attainment","Graduate or professional degree","36,408","(+/-2,840)","116,341","(+/-5,866)","51,210","(+/-3,787)","162,461","(+/-8,139)","57,223","(+/-4,098)","53,537","(+/-4,442)","68,671","(+/-4,180)","66,133","(+/-4,312)","55,236","(+/-4,819)","63,330","(+/-5,345)","82,046","(+/-5,479)","90,398","(+/-4,758)","60,930","(+/-4,885)","72,356","(+/-4,705)"
Education,"Educational Attainment","Percent high school graduate or higher",86.0,(+/-0.9),93.0,(+/-0.9),91.9,(+/-0.7),94.2,(+/-0.8),88.3,(+/-1.0),90.2,(+/-0.9),91.5,(+/-0.7),89.6,(+/-0.6),90.2,(+/-0.9),90.8,(+/-0.9),91.4,(+/-0.7),89.3,(+/-0.8),90.3,(+/-0.7),90.9,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",21.1,(+/-1.0),55.5,(+/-1.4),27.7,(+/-1.1),63.2,(+/-1.5),28.9,(+/-1.1),30.1,(+/-1.2),34.1,(+/-1.1),34.5,(+/-1.1),30.2,(+/-1.3),34.4,(+/-1.4),36.8,(+/-1.3),47.6,(+/-1.3),33.0,(+/-1.2),37.3,(+/-1.1)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","225,198",G,"419,319",G,"216,113",G,"401,524",G,"258,234",G,"315,777",G,"254,549",G,"207,346",G,"213,953",G,"350,157",G,"261,293",G,"556,830",G,"160,491",G,"286,309",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting","1,157",H,152,G,657,G,62,G,290,G,126,H,694,J,764,G,284,G,148,H,317,G,77,H,264,G,143,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",255,H,251,H,179,H,76,G,293,G,229,G,70,J,239,H,312,H,152,H,810,H,152,J,380,G,109,G
Business,"Paid employees for pay period including March 12",Utilities,671,H,"2,143",J,728,G,"1,283",J,846,H,870,J,"1,622",H,558,J,486,H,720,H,750,H,"6,749",J,849,J,"2,203",J
Business,"Paid employees for pay period including March 12",Construction,"13,195",G,"29,053",G,"12,446",G,"15,553",G,"18,816",H,"18,739",G,"17,305",G,"20,679",G,"13,031",G,"15,722",G,"15,977",G,"25,711",G,"14,982",G,"16,426",G
Business,"Paid employees for pay period including March 12",Manufacturing,"46,208",G,"11,209",H,"26,341",G,"24,029",G,"35,735",G,"55,743",G,"28,255",G,"35,521",G,"31,040",G,"52,993",G,"32,527",G,"16,614",G,"30,827",G,"45,116",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,485",G,"20,929",G,"5,747",G,"31,560",G,"9,350",G,"20,667",G,"7,828",G,"8,319",G,"7,435",G,"18,571",G,"8,217",G,"28,851",G,"6,504",H,"16,317",G
Business,"Paid employees for pay period including March 12","Retail trade","33,191",G,"49,034",G,"38,677",G,"34,469",G,"35,985",G,"40,313",G,"36,978",G,"30,864",G,"33,795",G,"43,416",G,"42,734",G,"55,982",G,"24,838",G,"34,891",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","10,692",G,"10,517",G,"4,549",G,"8,811",G,"15,253",G,"22,585",G,"10,736",G,"5,995",G,"9,150",G,"13,430",G,"6,469",G,"37,377",H,"8,533",H,"16,504",G
Business,"Paid employees for pay period including March 12",Information,"1,649",H,"21,509",G,"2,709",G,"15,743",G,"3,811",G,"3,500",G,"5,290",H,"1,970",H,"1,590",G,"3,636",H,"3,195",G,"20,491",H,945,G,"4,103",G
Business,"Paid employees for pay period including March 12","Finance and insurance","6,284",G,"24,125",H,"4,491",G,"16,058",H,"9,058",G,"7,356",H,"6,990",G,"4,836",H,"3,631",G,"15,097",G,"5,276",H,"79,924",H,"2,474",H,"15,300",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,175",G,"8,241",G,"4,662",G,"4,955",G,"4,418",G,"4,152",G,"5,528",G,"2,712",G,"2,349",G,"4,041",G,"3,999",G,"12,326",G,"1,812",G,"4,617",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","5,578",G,"52,828",G,"7,789",G,"62,748",G,"9,184",G,"11,206",G,"17,568",H,"6,751",G,"8,649",G,"14,594",G,"9,437",G,"48,502",G,"4,965",G,"13,894",H
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,983",H,"15,328",G,"2,508",H,"11,324",G,"9,954",H,"10,741",G,"2,366",G,"1,524",H,"1,711",H,"34,696",J,"2,873",H,"26,111",H,"1,930",G,"8,299",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","9,581",G,"29,439",G,"11,191",G,"19,508",G,"11,480",G,"22,596",G,"12,604",G,"10,069",G,"9,822",G,"17,490",G,"11,121",G,"44,253",G,"8,873",G,"13,771",G
Business,"Paid employees for pay period including March 12","Educational services","5,849",G,"9,616",G,"2,407",G,"28,486",H,"2,789",G,"5,928",G,"3,909",G,"4,792",H,"5,620",H,"14,365",H,"6,074",G,"8,767",H,"4,316",H,"7,363",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","39,711",G,"60,963",G,"42,106",G,"71,476",G,"47,083",H,"39,548",H,"45,347",G,"30,561",G,"41,367",G,"46,992",H,"49,641",G,"65,383",H,"18,652",G,"38,607",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,673",G,"7,928",G,"3,042",G,"5,026",G,"3,849",G,"4,548",G,"5,728",G,"4,760",H,"3,291",G,"7,286",H,"6,271",G,"8,738",G,"2,238",G,"6,899",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","25,622",G,"46,889",G,"36,481",G,"35,793",G,"29,980",G,"34,657",G,"35,000",G,"25,778",G,"31,058",G,"33,827",G,"43,035",G,"50,495",G,"19,863",G,"28,730",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","9,224",G,"19,130",G,"9,387",G,"14,524",G,"10,035",G,"12,248",G,"10,691",G,"10,640",G,"9,282",G,"12,954",G,"12,554",G,"20,269",G,"7,212",G,"13,002",G
Business,"Paid employees for pay period including March 12","Industries not classified",15,J,35,J,16,J,40,H,25,J,25,J,40,J,14,G,50,H,27,H,16,J,58,H,34,J,15,J
Business,"Annual payroll ($1,000)","Total for all sectors","10,271,884",G,"29,389,265",G,"9,833,329",G,"33,886,893",G,"13,233,108",G,"17,023,455",G,"13,118,007",G,"10,155,710",G,"10,291,937",G,"20,587,059",G,"12,605,233",G,"45,954,764",G,"7,710,674",G,"16,258,916",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","57,236",G,"6,596",H,"36,043",G,"2,416",G,"11,093",G,"4,581",H,"28,897",H,"43,308",G,"17,386",G,"6,385",G,"17,860",G,"7,879",H,"12,487",G,"9,691",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","15,678",H,"27,762",H,"13,071",H,"5,250",H,"22,017",G,"16,702",G,"4,426",J,"18,645",H,"25,816",H,"11,430",G,"72,784",H,"13,771",H,"32,153",H,"8,321",G
Business,"Annual payroll ($1,000)",Utilities,"71,360",H,"249,769",J,"68,344",G,"152,753",J,"74,433",H,"96,912",J,"190,242",H,"58,458",J,"51,249",H,"80,230",H,"78,066",H,"842,452",J,"98,577",H,"229,528",H
Business,"Annual payroll ($1,000)",Construction,"789,947",G,"2,239,455",G,"678,970",G,"1,210,297",G,"1,336,162",H,"1,284,225",G,"1,090,269",G,"1,456,604",G,"843,245",G,"996,038",G,"910,298",G,"2,148,312",G,"880,377",G,"1,113,122",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,832,282",G,"719,324",H,"1,672,185",G,"2,498,452",G,"1,940,515",G,"3,399,137",G,"1,979,854",G,"2,124,487",G,"1,629,404",G,"3,227,621",G,"1,950,810",G,"1,011,452",G,"2,283,676",H,"2,826,734",G
Business,"Annual payroll ($1,000)","Wholesale trade","630,059",G,"1,922,189",G,"319,286",G,"4,937,028",H,"659,354",G,"1,498,189",G,"520,021",G,"572,257",G,"482,724",G,"1,369,109",G,"512,140",G,"2,268,164",G,"419,768",H,"1,330,086",G
Business,"Annual payroll ($1,000)","Retail trade","1,028,601",G,"1,851,996",G,"1,272,386",G,"1,262,572",G,"1,095,128",G,"1,450,120",G,"1,245,531",G,"975,864",G,"1,087,404",G,"1,528,509",G,"1,440,956",G,"2,174,202",G,"787,048",G,"1,148,236",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","501,639",G,"530,733",G,"203,622",G,"331,639",G,"770,968",G,"986,163",G,"576,393",G,"312,110",G,"491,050",G,"708,409",G,"284,919",G,"2,625,717",H,"352,013",G,"1,100,744",G
Business,"Annual payroll ($1,000)",Information,"84,642",H,"2,953,719",G,"170,325",G,"2,288,408",G,"285,682",G,"214,173",G,"430,807",H,"140,654",G,"90,640",G,"275,152",G,"216,397",G,"2,208,641",H,"61,760",G,"516,452",G
Business,"Annual payroll ($1,000)","Finance and insurance","429,076",G,"2,794,566",G,"312,976",G,"1,806,607",H,"801,752",G,"546,589",G,"623,521",G,"362,426",G,"298,068",G,"1,326,760",G,"387,475",H,"12,051,753",H,"167,477",H,"1,629,895",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","108,809",G,"593,327",G,"224,825",G,"347,182",G,"230,041",G,"238,462",G,"290,828",G,"128,474",G,"106,941",G,"229,527",H,"196,141",G,"1,023,941",G,"87,290",G,"261,989",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","335,674",G,"5,653,029",G,"531,471",G,"7,577,809",G,"587,325",G,"811,708",G,"1,484,756",H,"456,677",G,"736,121",G,"1,167,816",G,"603,166",G,"5,566,744",G,"317,644",G,"859,432",G
