Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
People,"Sex and Age","Total population","785,088","(+/-10,040)","773,417","(+/-11,592)","754,728","(+/-18,478)","767,277","(+/-6,128)","737,913","(+/-18,724)","694,433","(+/-22,648)","719,150","(+/-23,262)","740,586","(+/-23,116)","725,955","(+/-22,470)","718,911","(+/-23,578)","753,280","(+/-13,354)","734,996","(+/-16,880)","726,044","(+/-19,973)","741,997","(+/-25,851)","715,444","(+/-20,526)","774,594","(+/-9,957)","773,479","(+/-5,792)","779,218","(+/-5,729)","776,512","(+/-6,329)","778,522","(+/-5,879)","771,032","(+/-7,131)","759,800","(+/-3,847)","762,500","(+/-6,149)","764,963","(+/-5,833)","766,786","(+/-2,514)","774,591","(+/-5,971)"
People,"Sex and Age",Male,"389,283","(+/-6,974)","381,549","(+/-7,670)","373,017","(+/-10,201)","378,374","(+/-4,648)","349,608","(+/-10,182)","336,173","(+/-13,174)","349,707","(+/-12,244)","339,999","(+/-12,194)","341,487","(+/-11,643)","354,578","(+/-13,776)","371,219","(+/-7,494)","352,069","(+/-11,357)","340,188","(+/-11,867)","368,639","(+/-15,161)","338,141","(+/-13,027)","371,770","(+/-7,434)","387,529","(+/-5,095)","384,859","(+/-3,649)","389,388","(+/-3,880)","380,538","(+/-3,492)","394,816","(+/-4,708)","369,657","(+/-2,674)","378,115","(+/-4,386)","384,294","(+/-4,181)","371,968","(+/-1,431)","374,939","(+/-4,192)"
People,"Sex and Age",Female,"395,805","(+/-6,024)","391,868","(+/-6,895)","381,711","(+/-10,169)","388,903","(+/-5,548)","388,305","(+/-10,802)","358,260","(+/-11,729)","369,443","(+/-13,888)","400,587","(+/-13,562)","384,468","(+/-14,110)","364,333","(+/-13,428)","382,061","(+/-7,476)","382,927","(+/-9,561)","385,856","(+/-12,144)","373,358","(+/-13,840)","377,303","(+/-11,144)","402,824","(+/-5,585)","385,950","(+/-4,530)","394,359","(+/-3,741)","387,124","(+/-4,611)","397,984","(+/-4,279)","376,216","(+/-4,153)","390,143","(+/-2,784)","384,385","(+/-3,921)","380,669","(+/-3,266)","394,818","(+/-1,268)","399,652","(+/-4,132)"
People,"Sex and Age","Under 5 years","38,561","(+/-3,345)","46,385","(+/-3,527)","32,684","(+/-3,532)","41,830","(+/-2,502)","42,131","(+/-3,922)","32,713","(+/-3,489)","43,876","(+/-6,090)","39,442","(+/-4,722)","50,936","(+/-5,261)","32,738","(+/-3,766)","39,194","(+/-2,859)","30,931","(+/-3,093)","35,432","(+/-4,258)","41,786","(+/-4,657)","47,382","(+/-4,368)","38,276","(+/-2,434)","51,757","(+/-2,364)","43,855","(+/-1,245)","35,694","(+/-1,675)","36,579","(+/-1,640)","37,871","(+/-1,792)","39,416","(+/-1,578)","36,946","(+/-1,919)","38,144","(+/-1,670)","39,194",(+/-344),"41,955","(+/-1,960)"
People,"Sex and Age","5 to 9 years","38,718","(+/-3,648)","46,222","(+/-3,947)","37,463","(+/-3,503)","44,722","(+/-3,765)","40,837","(+/-3,714)","34,730","(+/-3,804)","32,294","(+/-4,092)","44,779","(+/-6,269)","41,800","(+/-5,024)","37,391","(+/-4,533)","45,381","(+/-3,779)","24,009","(+/-4,199)","31,229","(+/-4,352)","43,603","(+/-4,807)","51,077","(+/-4,927)","40,045","(+/-3,404)","51,512","(+/-4,014)","45,765","(+/-3,006)","37,578","(+/-2,866)","39,442","(+/-3,196)","40,422","(+/-2,543)","42,363","(+/-2,146)","44,992","(+/-3,317)","40,793","(+/-2,537)","41,751","(+/-2,418)","41,936","(+/-2,776)"
People,"Sex and Age","10 to 14 years","45,602","(+/-3,780)","49,114","(+/-4,078)","44,368","(+/-3,892)","53,197","(+/-4,189)","45,816","(+/-3,461)","36,839","(+/-4,327)","35,835","(+/-4,931)","48,022","(+/-5,713)","47,421","(+/-4,484)","40,123","(+/-5,140)","48,399","(+/-3,947)","23,452","(+/-3,936)","36,833","(+/-5,991)","51,439","(+/-5,845)","48,707","(+/-5,072)","49,907","(+/-3,842)","53,662","(+/-4,015)","47,484","(+/-2,907)","36,225","(+/-2,499)","43,628","(+/-2,919)","42,907","(+/-2,606)","45,441","(+/-2,438)","45,569","(+/-2,887)","43,351","(+/-2,602)","45,912","(+/-2,614)","44,044","(+/-3,029)"
People,"Sex and Age","15 to 19 years","49,853","(+/-3,429)","47,531","(+/-3,365)","45,443","(+/-3,265)","48,950","(+/-3,062)","45,000","(+/-3,550)","33,357","(+/-3,681)","36,848","(+/-3,978)","44,970","(+/-4,008)","35,206","(+/-3,363)","40,028","(+/-4,136)","43,628","(+/-1,955)","25,877","(+/-2,489)","40,515","(+/-3,688)","40,051","(+/-3,859)","52,834","(+/-4,153)","52,518","(+/-3,062)","49,938","(+/-3,048)","56,733","(+/-2,014)","59,547","(+/-3,584)","55,284","(+/-3,163)","47,110","(+/-2,318)","57,347","(+/-1,949)","47,426","(+/-2,296)","47,919","(+/-1,936)","52,874",(+/-786),"47,105","(+/-2,584)"
People,"Sex and Age","20 to 24 years","50,100","(+/-3,130)","50,664","(+/-3,540)","40,796","(+/-3,395)","46,614","(+/-3,294)","44,561","(+/-2,498)","32,720","(+/-3,378)","48,149","(+/-5,162)","36,467","(+/-3,899)","42,728","(+/-4,105)","43,984","(+/-4,935)","40,829","(+/-2,057)","42,713","(+/-4,287)","52,219","(+/-3,982)","44,357","(+/-4,868)","46,707","(+/-4,249)","47,666","(+/-3,194)","47,843","(+/-2,673)","55,202","(+/-2,281)","64,814","(+/-2,893)","61,243","(+/-2,407)","51,408","(+/-2,287)","50,597","(+/-2,300)","39,176","(+/-2,085)","46,221","(+/-1,976)","48,695",(+/-516),"55,837","(+/-2,143)"
People,"Sex and Age","25 to 34 years","86,388","(+/-3,765)","103,922","(+/-4,463)","82,257","(+/-6,059)","93,192","(+/-4,716)","96,619","(+/-5,444)","85,259","(+/-5,982)","172,644","(+/-7,790)","116,925","(+/-7,133)","115,822","(+/-6,722)","143,874","(+/-8,284)","94,726","(+/-3,835)","160,407","(+/-6,906)","125,223","(+/-6,804)","122,887","(+/-7,849)","101,344","(+/-5,939)","91,576","(+/-4,088)","83,393","(+/-4,139)","94,134","(+/-2,699)","86,905","(+/-3,371)","98,914","(+/-3,286)","94,289","(+/-3,423)","91,536","(+/-2,249)","80,697","(+/-3,019)","93,451","(+/-2,681)","102,405",(+/-578),"115,499","(+/-2,802)"
People,"Sex and Age","35 to 44 years","88,234","(+/-4,215)","98,989","(+/-4,251)","86,711","(+/-4,970)","98,607","(+/-3,988)","89,830","(+/-4,577)","97,858","(+/-6,007)","110,586","(+/-7,041)","98,064","(+/-5,713)","98,440","(+/-5,634)","113,221","(+/-6,959)","101,238","(+/-3,597)","104,072","(+/-7,022)","108,843","(+/-7,559)","112,461","(+/-6,473)","86,700","(+/-5,434)","102,521","(+/-3,955)","92,119","(+/-3,662)","99,944","(+/-3,376)","92,517","(+/-2,700)","104,126","(+/-2,667)","93,432","(+/-2,458)","93,981","(+/-2,000)","94,680","(+/-2,872)","89,325","(+/-2,173)","98,450",(+/-662),"97,578","(+/-3,359)"
People,"Sex and Age","45 to 54 years","103,361","(+/-4,553)","98,174","(+/-4,956)","102,184","(+/-6,229)","96,019","(+/-4,153)","89,129","(+/-4,601)","97,661","(+/-5,877)","82,831","(+/-5,422)","84,205","(+/-5,219)","82,596","(+/-5,455)","88,695","(+/-6,325)","97,800","(+/-3,155)","84,227","(+/-4,870)","88,361","(+/-5,493)","87,726","(+/-6,033)","85,906","(+/-4,662)","105,847","(+/-4,057)","94,839","(+/-3,952)","93,076","(+/-2,420)","86,498","(+/-2,495)","89,255","(+/-2,967)","92,748","(+/-2,584)","84,447","(+/-2,430)","93,776","(+/-3,294)","87,485","(+/-2,392)","86,953",(+/-862),"83,264","(+/-3,317)"
People,"Sex and Age","55 to 59 years","61,876","(+/-4,259)","56,004","(+/-3,735)","56,865","(+/-3,992)","56,163","(+/-4,168)","53,481","(+/-3,684)","47,531","(+/-4,362)","37,428","(+/-3,763)","42,649","(+/-2,923)","43,700","(+/-3,996)","38,717","(+/-3,874)","52,590","(+/-2,966)","40,442","(+/-4,060)","39,790","(+/-4,344)","44,774","(+/-4,659)","44,820","(+/-3,840)","51,155","(+/-3,883)","54,081","(+/-3,862)","53,584","(+/-3,123)","48,588","(+/-2,716)","50,442","(+/-2,714)","51,244","(+/-2,626)","50,865","(+/-2,620)","55,815","(+/-3,149)","53,912","(+/-2,807)","46,999","(+/-2,707)","47,061","(+/-2,566)"
People,"Sex and Age","60 to 64 years","60,384","(+/-3,837)","52,242","(+/-3,664)","57,469","(+/-4,818)","49,852","(+/-3,644)","54,555","(+/-3,460)","50,412","(+/-3,891)","32,785","(+/-3,679)","46,828","(+/-4,080)","42,295","(+/-3,925)","31,355","(+/-3,400)","52,683","(+/-3,068)","44,321","(+/-4,397)","52,274","(+/-4,559)","39,424","(+/-4,334)","42,593","(+/-3,859)","52,852","(+/-4,503)","52,164","(+/-3,418)","50,645","(+/-2,923)","61,175","(+/-2,997)","49,868","(+/-2,787)","58,873","(+/-2,880)","53,569","(+/-2,499)","58,658","(+/-3,212)","61,152","(+/-2,785)","55,246","(+/-2,688)","51,526","(+/-2,788)"
People,"Sex and Age","65 to 74 years","91,389","(+/-4,030)","71,543","(+/-4,358)","92,409","(+/-4,879)","82,301","(+/-3,603)","79,734","(+/-4,335)","80,329","(+/-4,293)","52,236","(+/-4,367)","75,551","(+/-3,804)","74,724","(+/-4,445)","60,254","(+/-4,294)","80,492","(+/-2,575)","78,941","(+/-4,561)","63,823","(+/-4,222)","65,120","(+/-4,804)","60,847","(+/-3,500)","77,844","(+/-4,053)","78,693","(+/-3,421)","81,141","(+/-2,088)","96,448","(+/-2,215)","86,566","(+/-1,990)","96,343","(+/-2,061)","86,361","(+/-1,810)","98,097","(+/-3,647)","98,639","(+/-1,679)","85,150",(+/-723),"88,101","(+/-3,680)"
People,"Sex and Age","75 to 84 years","51,678","(+/-3,204)","40,584","(+/-3,110)","53,904","(+/-3,835)","39,997","(+/-2,788)","38,929","(+/-3,309)","46,422","(+/-3,511)","24,931","(+/-3,023)","46,057","(+/-3,881)","37,196","(+/-3,770)","36,872","(+/-3,577)","41,668","(+/-2,345)","53,290","(+/-4,018)","37,055","(+/-4,066)","35,798","(+/-3,649)","33,182","(+/-3,534)","45,934","(+/-3,449)","44,296","(+/-2,400)","43,811","(+/-2,160)","53,284","(+/-2,263)","46,947","(+/-2,446)","48,455","(+/-1,811)","47,038","(+/-2,031)","49,285","(+/-2,362)","47,819","(+/-2,213)","45,946","(+/-1,733)","43,744","(+/-2,740)"
People,"Sex and Age","85 years and over","18,944","(+/-1,936)","12,043","(+/-1,624)","22,175","(+/-2,462)","15,833","(+/-1,984)","17,291","(+/-2,217)","18,602","(+/-2,411)","8,707","(+/-1,916)","16,627","(+/-2,475)","13,091","(+/-2,114)","11,659","(+/-2,058)","14,652","(+/-2,191)","22,314","(+/-3,925)","14,447","(+/-2,744)","12,571","(+/-2,389)","13,345","(+/-2,253)","18,453","(+/-2,609)","19,182","(+/-2,023)","13,844","(+/-1,789)","17,239","(+/-1,563)","16,228","(+/-1,997)","15,930","(+/-1,492)","16,839","(+/-1,737)","17,383","(+/-1,599)","16,752","(+/-1,966)","17,211","(+/-1,681)","16,941","(+/-1,749)"
People,"Sex and Age","Median age (years)",44.5,(+/-0.7),39.4,(+/-0.9),45.7,(+/-0.8),41.0,(+/-0.7),41.1,(+/-0.8),44.1,(+/-1.2),34.4,(+/-0.6),38.9,(+/-1.0),37.4,(+/-0.9),36.7,(+/-0.7),41.3,(+/-0.7),40.0,(+/-0.7),38.6,(+/-0.7),37.3,(+/-0.8),36.2,(+/-0.7),41.7,(+/-0.5),40.5,(+/-0.6),39.8,(+/-0.4),42.2,(+/-0.5),40.1,(+/-0.6),42.5,(+/-0.5),40.4,(+/-0.4),44.2,(+/-0.6),42.9,(+/-0.4),40.0,(+/-0.4),39.0,(+/-0.7)
People,"Sex and Age","18 years and over","631,915","(+/-7,523)","602,170","(+/-9,092)","609,863","(+/-14,423)","598,414","(+/-5,641)","582,755","(+/-13,444)","568,182","(+/-16,855)","585,874","(+/-16,378)","579,128","(+/-15,431)","562,939","(+/-14,555)","586,920","(+/-17,686)","592,088","(+/-9,295)","641,764","(+/-12,616)","599,197","(+/-16,357)","580,948","(+/-19,327)","537,547","(+/-14,107)","614,125","(+/-8,266)","583,826","(+/-5,899)","608,703","(+/-4,612)","641,617","(+/-5,031)","632,538","(+/-4,599)","622,739","(+/-5,153)","604,045","(+/-3,067)","605,635","(+/-6,141)","615,302","(+/-3,935)","611,302","(+/-1,640)","620,931","(+/-6,471)"
People,"Sex and Age","65 years and over","162,011","(+/-5,105)","124,170","(+/-5,831)","168,488","(+/-7,183)","138,131","(+/-5,027)","135,954","(+/-5,955)","145,353","(+/-5,735)","85,874","(+/-5,842)","138,235","(+/-5,606)","125,011","(+/-6,305)","108,785","(+/-5,980)","136,812","(+/-3,607)","154,545","(+/-5,863)","115,325","(+/-5,398)","113,489","(+/-6,651)","107,374","(+/-4,647)","142,231","(+/-4,569)","142,171","(+/-4,159)","138,796","(+/-2,448)","166,971","(+/-2,674)","149,741","(+/-2,276)","160,728","(+/-2,542)","150,238","(+/-2,099)","164,765","(+/-4,680)","163,210","(+/-2,102)","148,307",(+/-860),"148,786","(+/-4,719)"
People,Race,"Total population","785,088","(+/-10,040)","773,417","(+/-11,592)","754,728","(+/-18,478)","767,277","(+/-6,128)","737,913","(+/-18,724)","694,433","(+/-22,648)","719,150","(+/-23,262)","740,586","(+/-23,116)","725,955","(+/-22,470)","718,911","(+/-23,578)","753,280","(+/-13,354)","734,996","(+/-16,880)","726,044","(+/-19,973)","741,997","(+/-25,851)","715,444","(+/-20,526)","774,594","(+/-9,957)","773,479","(+/-5,792)","779,218","(+/-5,729)","776,512","(+/-6,329)","778,522","(+/-5,879)","771,032","(+/-7,131)","759,800","(+/-3,847)","762,500","(+/-6,149)","764,963","(+/-5,833)","766,786","(+/-2,514)","774,591","(+/-5,971)"
People,Race,"One race","697,941","(+/-12,750)","678,042","(+/-14,409)","672,040","(+/-18,009)","677,480","(+/-10,085)","658,535","(+/-17,316)","607,466","(+/-21,513)","606,416","(+/-22,903)","662,174","(+/-20,963)","655,235","(+/-21,465)","643,084","(+/-20,852)","670,061","(+/-14,995)","651,909","(+/-15,716)","598,202","(+/-20,943)","632,230","(+/-24,797)","614,183","(+/-22,247)","672,171","(+/-12,703)","696,514","(+/-7,692)","688,271","(+/-10,184)","717,250","(+/-7,504)","708,415","(+/-8,428)","729,391","(+/-7,398)","708,159","(+/-6,527)","725,056","(+/-7,248)","724,337","(+/-7,739)","706,905","(+/-6,596)","718,738","(+/-7,830)"
People,Race,White,"565,458","(+/-11,984)","446,172","(+/-13,378)","413,647","(+/-13,414)","393,564","(+/-10,979)","105,499","(+/-8,207)","177,927","(+/-11,204)","302,189","(+/-16,232)","221,933","(+/-13,432)","236,637","(+/-10,884)","377,868","(+/-18,637)","398,540","(+/-10,126)","480,344","(+/-12,297)","141,398","(+/-9,662)","180,723","(+/-14,345)","87,917","(+/-8,588)","327,712","(+/-9,386)","508,640","(+/-9,348)","505,803","(+/-6,485)","631,334","(+/-6,665)","570,046","(+/-8,153)","688,542","(+/-7,415)","592,520","(+/-5,746)","686,208","(+/-5,955)","683,080","(+/-6,787)","537,541","(+/-5,365)","519,763","(+/-6,784)"
People,Race,"Black or African American","37,087","(+/-5,696)","83,894","(+/-8,714)","24,303","(+/-5,208)","136,878","(+/-7,117)","310,022","(+/-9,890)","31,736","(+/-4,994)","86,523","(+/-10,061)","302,704","(+/-13,819)","301,868","(+/-15,508)","44,046","(+/-6,808)","55,971","(+/-3,350)","38,014","(+/-5,033)","197,416","(+/-11,287)","120,306","(+/-14,637)","269,201","(+/-13,638)","169,299","(+/-8,824)","54,381","(+/-3,980)","81,766","(+/-4,851)","32,409","(+/-2,742)","70,008","(+/-4,718)","14,989","(+/-1,989)","65,097","(+/-4,229)","18,721","(+/-2,522)","19,946","(+/-2,264)","108,067","(+/-4,570)","126,886","(+/-4,454)"
People,Race,"American Indian and Alaska Native","2,012",(+/-978),"2,878","(+/-1,091)","3,336","(+/-3,053)","1,450",(+/-835),"8,449","(+/-4,377)","3,520","(+/-1,618)","6,500","(+/-2,944)","2,741","(+/-1,014)","2,455","(+/-1,456)","5,304","(+/-2,093)","6,553","(+/-2,858)","1,808","(+/-1,158)","7,856","(+/-3,214)","15,267","(+/-4,142)","11,387","(+/-3,236)","6,049","(+/-2,966)","5,862","(+/-2,698)","17,047","(+/-5,307)",885,(+/-308),"2,318","(+/-1,102)","4,468","(+/-1,277)","3,466","(+/-1,428)","3,458",(+/-701),"3,016","(+/-1,020)","1,038",(+/-515),"2,548","(+/-1,113)"
People,Race,Asian,"44,952","(+/-3,540)","27,780","(+/-4,041)","180,893","(+/-11,341)","60,149","(+/-6,951)","115,450","(+/-9,205)","294,378","(+/-13,073)","92,787","(+/-7,911)","62,020","(+/-6,809)","60,016","(+/-8,211)","140,609","(+/-9,570)","159,292","(+/-7,950)","97,145","(+/-7,401)","39,939","(+/-4,807)","83,309","(+/-8,700)","22,086","(+/-3,373)","50,507","(+/-2,833)","37,436","(+/-3,297)","22,606","(+/-2,252)","30,051","(+/-1,724)","38,066","(+/-3,216)","7,855","(+/-1,249)","29,375","(+/-1,847)","6,749","(+/-1,237)","5,399",(+/-841),"28,807","(+/-1,422)","47,986","(+/-2,292)"
People,Race,"Native Hawaiian and Other Pacific Islander",4,(+/-4),200,(+/-271),61,(+/-77),49,(+/-60),"1,000","(+/-1,289)",201,(+/-333),168,(+/-196),210,(+/-184),453,(+/-359),0,(+/-218),244,(+/-311),105,(+/-143),175,(+/-131),"2,133","(+/-1,507)",220,(+/-227),49,(+/-79),458,(+/-610),103,(+/-45),463,(+/-376),401,(+/-363),109,(+/-135),549,(+/-687),262,(+/-414),344,(+/-384),579,(+/-559),26,(+/-3)
People,Race,"Some other race","48,428","(+/-8,638)","117,118","(+/-11,637)","49,800","(+/-9,575)","85,390","(+/-10,302)","118,115","(+/-10,932)","99,704","(+/-9,929)","118,249","(+/-12,681)","72,566","(+/-9,714)","53,806","(+/-9,078)","75,257","(+/-11,118)","49,461","(+/-7,965)","34,493","(+/-6,471)","211,418","(+/-18,552)","230,492","(+/-20,509)","223,372","(+/-15,467)","118,555","(+/-10,771)","89,737","(+/-9,505)","60,946","(+/-8,244)","22,108","(+/-3,313)","27,576","(+/-4,745)","13,428","(+/-3,004)","17,152","(+/-3,357)","9,658","(+/-1,984)","12,552","(+/-2,416)","30,873","(+/-4,864)","21,529","(+/-3,296)"
People,Race,"Two or more races","87,147","(+/-8,465)","95,375","(+/-9,095)","82,688","(+/-9,169)","89,797","(+/-9,257)","79,378","(+/-9,716)","86,967","(+/-10,200)","112,734","(+/-12,133)","78,412","(+/-7,905)","70,720","(+/-8,110)","75,827","(+/-7,898)","83,219","(+/-7,133)","83,087","(+/-8,569)","127,842","(+/-12,808)","109,767","(+/-13,151)","101,261","(+/-11,896)","102,423","(+/-10,166)","76,965","(+/-7,639)","90,947","(+/-8,033)","59,262","(+/-4,600)","70,107","(+/-6,112)","41,641","(+/-4,068)","51,641","(+/-4,865)","37,444","(+/-4,334)","40,626","(+/-4,260)","59,881","(+/-5,940)","55,853","(+/-5,896)"
People,"Hispanic or Latino and Race","Total population","785,088","(+/-10,040)","773,417","(+/-11,592)","754,728","(+/-18,478)","767,277","(+/-6,128)","737,913","(+/-18,724)","694,433","(+/-22,648)","719,150","(+/-23,262)","740,586","(+/-23,116)","725,955","(+/-22,470)","718,911","(+/-23,578)","753,280","(+/-13,354)","734,996","(+/-16,880)","726,044","(+/-19,973)","741,997","(+/-25,851)","715,444","(+/-20,526)","774,594","(+/-9,957)","773,479","(+/-5,792)","779,218","(+/-5,729)","776,512","(+/-6,329)","778,522","(+/-5,879)","771,032","(+/-7,131)","759,800","(+/-3,847)","762,500","(+/-6,149)","764,963","(+/-5,833)","766,786","(+/-2,514)","774,591","(+/-5,971)"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)","126,547","(+/-9,273)","226,243","(+/-10,150)","123,410","(+/-10,883)","160,725","(+/-8,956)","150,815","(+/-13,206)","182,623","(+/-13,241)","240,615","(+/-14,413)","124,654","(+/-10,829)","89,604","(+/-10,541)","141,481","(+/-12,084)","141,730","(+/-7,672)","91,563","(+/-8,976)","371,571","(+/-15,494)","396,684","(+/-20,629)","370,451","(+/-14,931)","223,975","(+/-7,710)","164,366","(+/-6,339)","155,570","(+/-2,741)","57,505","(+/-2,178)","60,390","(+/-1,278)","28,908","(+/-2,144)","45,411","(+/-1,857)","30,218","(+/-2,707)","34,191","(+/-2,141)","76,123",(+/-827),"56,773","(+/-3,117)"
People,"Hispanic or Latino and Race",Mexican,"11,274","(+/-3,827)","9,734","(+/-3,286)","15,983","(+/-3,939)","8,606","(+/-3,166)","10,152","(+/-4,252)","28,639","(+/-5,511)","33,372","(+/-6,168)","17,243","(+/-5,276)","19,463","(+/-5,888)","33,877","(+/-8,443)","36,757","(+/-5,990)","12,772","(+/-3,146)","46,741","(+/-9,472)","56,930","(+/-8,970)","32,726","(+/-8,613)","42,143","(+/-7,573)","5,599","(+/-2,345)","36,679","(+/-7,309)","8,036","(+/-2,289)","10,757","(+/-2,964)","4,214","(+/-1,122)","7,280","(+/-2,398)","5,081","(+/-2,055)","10,711","(+/-1,906)","6,621","(+/-1,685)","5,740","(+/-2,301)"
People,"Hispanic or Latino and Race","Puerto Rican","20,817","(+/-4,733)","37,697","(+/-6,722)","20,684","(+/-4,185)","21,921","(+/-4,653)","30,249","(+/-5,482)","22,610","(+/-5,087)","47,994","(+/-5,897)","37,340","(+/-5,942)","19,244","(+/-4,537)","36,736","(+/-6,219)","46,752","(+/-6,644)","18,011","(+/-5,488)","62,805","(+/-7,849)","100,340","(+/-10,700)","107,011","(+/-11,836)","49,468","(+/-6,937)","31,438","(+/-6,098)","46,411","(+/-7,044)","22,011","(+/-3,270)","27,490","(+/-2,794)","9,428","(+/-1,697)","21,071","(+/-2,997)","14,669","(+/-2,309)","13,197","(+/-2,094)","52,993","(+/-3,258)","36,414","(+/-3,760)"
People,"Hispanic or Latino and Race",Cuban,"3,351","(+/-1,487)","5,025","(+/-2,096)","3,885","(+/-1,252)","4,267","(+/-1,686)","2,011",(+/-888),"2,636",(+/-966),"6,196","(+/-2,805)","2,250","(+/-1,226)","2,587","(+/-1,474)","5,748","(+/-2,208)","5,040","(+/-3,487)","5,178","(+/-2,188)","3,504","(+/-1,419)","4,890","(+/-2,584)","2,538","(+/-1,733)","3,285","(+/-1,334)","6,781","(+/-2,037)","2,382","(+/-1,044)","3,952","(+/-1,187)","1,271",(+/-707),"1,024",(+/-620),"4,671","(+/-1,881)",413,(+/-328),890,(+/-521),"2,544","(+/-1,210)","2,585","(+/-2,062)"
People,"Hispanic or Latino and Race","Other Hispanic or Latino","91,105","(+/-9,271)","173,787","(+/-11,615)","82,858","(+/-10,383)","125,931","(+/-9,744)","108,403","(+/-12,964)","128,738","(+/-11,432)","153,053","(+/-13,241)","67,821","(+/-7,453)","48,310","(+/-8,272)","65,120","(+/-8,813)","53,181","(+/-7,205)","55,602","(+/-7,538)","258,521","(+/-14,456)","234,524","(+/-19,054)","228,176","(+/-14,751)","129,079","(+/-9,344)","120,548","(+/-8,373)","70,098","(+/-6,335)","23,506","(+/-2,986)","20,872","(+/-3,361)","14,242","(+/-2,072)","12,389","(+/-2,682)","10,055","(+/-2,311)","9,393","(+/-2,107)","13,965","(+/-2,722)","12,034","(+/-2,317)"
People,"Hispanic or Latino and Race","Not Hispanic or Latino","658,541","(+/-11,716)","547,174","(+/-13,888)","631,318","(+/-17,173)","606,552","(+/-9,069)","587,098","(+/-15,407)","511,810","(+/-18,900)","478,535","(+/-21,210)","615,932","(+/-20,479)","636,351","(+/-20,552)","577,430","(+/-21,602)","611,550","(+/-11,772)","643,433","(+/-14,828)","354,473","(+/-16,012)","345,313","(+/-18,948)","344,993","(+/-15,545)","550,619","(+/-10,135)","609,113","(+/-7,892)","623,648","(+/-5,268)","719,007","(+/-6,254)","718,132","(+/-5,882)","742,124","(+/-7,038)","714,389","(+/-4,143)","732,282","(+/-5,964)","730,772","(+/-6,100)","690,663","(+/-2,495)","717,818","(+/-6,190)"
People,"Place of Birth","Total population","785,088","(+/-10,040)","773,417","(+/-11,592)","754,728","(+/-18,478)","767,277","(+/-6,128)","737,913","(+/-18,724)","694,433","(+/-22,648)","719,150","(+/-23,262)","740,586","(+/-23,116)","725,955","(+/-22,470)","718,911","(+/-23,578)","753,280","(+/-13,354)","734,996","(+/-16,880)","726,044","(+/-19,973)","741,997","(+/-25,851)","715,444","(+/-20,526)","774,594","(+/-9,957)","773,479","(+/-5,792)","779,218","(+/-5,729)","776,512","(+/-6,329)","778,522","(+/-5,879)","771,032","(+/-7,131)","759,800","(+/-3,847)","762,500","(+/-6,149)","764,963","(+/-5,833)","766,786","(+/-2,514)","774,591","(+/-5,971)"
People,"Place of Birth",Native,"676,641","(+/-11,397)","620,242","(+/-13,730)","542,082","(+/-14,447)","591,408","(+/-9,822)","407,911","(+/-13,539)","311,077","(+/-15,630)","468,030","(+/-18,499)","452,796","(+/-18,914)","448,262","(+/-20,193)","517,488","(+/-21,250)","505,489","(+/-12,132)","541,293","(+/-17,649)","462,318","(+/-14,034)","441,463","(+/-17,541)","455,330","(+/-16,572)","540,858","(+/-12,118)","626,801","(+/-9,538)","668,623","(+/-9,977)","722,651","(+/-7,711)","705,376","(+/-8,127)","743,799","(+/-8,058)","702,411","(+/-7,691)","742,261","(+/-6,508)","741,551","(+/-6,151)","708,654","(+/-5,029)","708,405","(+/-8,131)"
People,"Place of Birth","Born in United States","667,741","(+/-10,859)","604,275","(+/-13,413)","530,930","(+/-14,281)","578,359","(+/-10,183)","392,488","(+/-13,832)","294,116","(+/-15,025)","441,323","(+/-18,200)","433,434","(+/-18,084)","427,547","(+/-19,331)","495,812","(+/-20,561)","486,465","(+/-12,210)","524,654","(+/-17,273)","432,038","(+/-13,798)","404,286","(+/-16,831)","401,997","(+/-16,972)","514,858","(+/-11,153)","608,803","(+/-9,164)","652,084","(+/-9,787)","711,933","(+/-7,723)","691,577","(+/-8,273)","735,653","(+/-8,176)","691,371","(+/-7,955)","735,144","(+/-6,536)","735,329","(+/-6,504)","689,351","(+/-5,538)","693,688","(+/-7,881)"
