Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","682,016","(+/-7,297)","635,236","(+/-9,268)","709,337","(+/-11,025)","627,899","(+/-15,164)","663,657","(+/-17,329)","697,121","(+/-15,544)","736,197","(+/-10,661)","664,090","(+/-9,406)","697,671","(+/-14,247)","733,815","(+/-10,796)","698,236","(+/-12,609)","664,681","(+/-7,429)","687,829","(+/-16,915)","701,695","(+/-11,663)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","493,549","(+/-12,221)","395,650","(+/-11,542)","537,588","(+/-12,392)","456,656","(+/-15,935)","499,913","(+/-16,276)","548,619","(+/-16,311)","644,555","(+/-11,339)","470,902","(+/-13,439)","515,636","(+/-15,746)","557,760","(+/-12,907)","562,990","(+/-14,687)","463,702","(+/-15,185)","508,876","(+/-15,250)","521,249","(+/-14,350)"
Socioeconomic,"Health Insurance Coverage","With public coverage","295,867","(+/-9,261)","331,108","(+/-9,890)","270,146","(+/-9,761)","239,244","(+/-10,203)","227,931","(+/-12,142)","213,299","(+/-11,336)","167,803","(+/-6,425)","307,353","(+/-11,065)","266,976","(+/-8,985)","265,221","(+/-10,241)","215,595","(+/-8,318)","306,772","(+/-11,172)","260,790","(+/-11,955)","261,517","(+/-10,794)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","87,486","(+/-6,615)","88,434","(+/-6,696)","74,693","(+/-6,791)","133,142","(+/-10,766)","86,572","(+/-8,710)","78,791","(+/-8,170)","66,388","(+/-7,115)","83,824","(+/-6,936)","102,167","(+/-8,361)","84,194","(+/-5,831)","84,889","(+/-8,184)","82,839","(+/-6,816)","97,705","(+/-8,121)","82,225","(+/-7,291)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","192,277","(+/-2,483)","186,000","(+/-5,374)","190,191","(+/-4,872)","185,124","(+/-6,905)","164,350","(+/-10,601)","182,735","(+/-8,735)","195,773","(+/-5,761)","196,280","(+/-4,780)","200,808","(+/-6,946)","203,430","(+/-5,417)","190,597","(+/-4,993)","187,898","(+/-2,884)","211,353","(+/-11,090)","196,809","(+/-4,243)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","11,740","(+/-2,682)","10,221","(+/-2,592)","8,486","(+/-2,299)","17,761","(+/-3,441)","10,071","(+/-2,540)","9,183","(+/-2,559)","12,657","(+/-3,038)","12,088","(+/-2,676)","15,321","(+/-2,940)","14,425","(+/-2,975)","13,830","(+/-3,097)","8,437","(+/-2,148)","17,252","(+/-4,238)","9,665","(+/-2,153)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.6,(+/-1.2),16.9,(+/-1.7),8.7,(+/-1.1),11.7,(+/-1.7),11.8,(+/-1.8),8.1,(+/-1.4),4.0,(+/-0.7),14.4,(+/-1.5),7.1,(+/-1.1),9.7,(+/-1.3),5.2,(+/-1.1),13.0,(+/-1.7),9.1,(+/-1.2),9.1,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.2,(+/-2.4),27.3,(+/-2.9),12.9,(+/-2.2),17.4,(+/-2.9),16.5,(+/-3.1),11.8,(+/-2.3),5.3,(+/-1.3),23.1,(+/-2.6),10.7,(+/-1.8),15.1,(+/-2.6),6.6,(+/-1.6),21.4,(+/-3.1),13.5,(+/-2.2),14.7,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.4,(+/-4.8),37.1,(+/-8.5),6.0,(+/-4.2),20.4,(+/-9.9),9.4,(+/-6.3),8.9,(+/-5.2),5.7,(+/-3.8),24.2,(+/-6.1),4.5,(+/-2.7),15.5,(+/-6.6),6.6,(+/-3.3),23.1,(+/-8.2),10.9,(+/-5.4),6.3,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.7,(+/-1.3),5.2,(+/-1.1),5.7,(+/-1.1),7.9,(+/-1.8),4.9,(+/-1.7),4.2,(+/-1.3),2.5,(+/-0.6),6.1,(+/-1.2),3.8,(+/-0.8),5.1,(+/-1.1),3.3,(+/-0.8),5.4,(+/-1.2),6.1,(+/-1.3),4.8,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.1,(+/-2.5),9.0,(+/-2.6),8.1,(+/-2.7),12.0,(+/-3.5),5.0,(+/-2.9),4.2,(+/-2.0),2.6,(+/-0.9),8.7,(+/-2.6),4.8,(+/-1.3),7.6,(+/-2.1),3.4,(+/-1.5),5.7,(+/-1.9),8.0,(+/-2.2),6.4,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.4,(+/-4.5),14.2,(+/-9.2),1.1,(+/-1.3),14.3,(+/-10.7),0.0,(+/-2.7),1.5,(+/-2.4),0.9,(+/-1.2),4.1,(+/-3.7),1.2,(+/-1.5),5.7,(+/-4.9),4.0,(+/-2.7),1.3,(+/-1.6),5.0,(+/-4.7),2.6,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",26.8,(+/-3.8),34.8,(+/-3.4),20.4,(+/-4.4),21.5,(+/-4.4),25.8,(+/-4.8),16.9,(+/-4.2),16.6,(+/-4.9),36.0,(+/-4.7),20.6,(+/-4.3),24.7,(+/-4.4),11.4,(+/-3.3),33.1,(+/-4.7),15.9,(+/-3.2),26.0,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",38.2,(+/-5.8),43.4,(+/-4.7),27.2,(+/-6.2),26.9,(+/-5.9),32.2,(+/-6.6),24.7,(+/-6.1),27.6,(+/-8.3),46.6,(+/-5.7),29.7,(+/-6.0),31.6,(+/-6.6),15.4,(+/-5.3),47.2,(+/-6.1),25.0,(+/-5.4),37.3,(+/-6.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",32.7,(+/-13.2),53.3,(+/-12.8),17.0,(+/-14.8),39.5,(+/-21.8),26.2,(+/-18.3),34.8,(+/-18.6),38.4,(+/-22.6),58.4,(+/-11.8),22.3,(+/-16.8),41.3,(+/-20.0),10.1,(+/-8.6),67.1,(+/-15.8),15.4,(+/-10.0),19.7,(+/-15.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.0,(+/-1.3),21.8,(+/-1.5),12.7,(+/-1.1),14.3,(+/-1.6),16.6,(+/-1.8),10.8,(+/-1.3),6.2,(+/-0.7),18.8,(+/-1.4),10.2,(+/-1.1),14.1,(+/-1.3),8.1,(+/-1.1),17.9,(+/-1.5),12.9,(+/-1.6),12.1,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.8,(+/-3.2),30.1,(+/-3.0),17.5,(+/-2.7),20.4,(+/-3.4),23.5,(+/-4.8),16.3,(+/-3.5),6.2,(+/-1.4),24.5,(+/-3.2),12.8,(+/-2.2),17.3,(+/-3.1),8.1,(+/-2.0),24.9,(+/-3.5),19.2,(+/-3.5),18.6,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.6,(+/-3.2),29.8,(+/-3.0),17.2,(+/-2.8),20.2,(+/-3.4),23.0,(+/-4.8),16.1,(+/-3.5),5.7,(+/-1.4),24.4,(+/-3.2),12.3,(+/-2.3),17.1,(+/-3.1),7.8,(+/-2.0),24.5,(+/-3.5),19.0,(+/-3.6),18.4,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",18.6,(+/-5.3),34.4,(+/-4.6),18.1,(+/-3.4),20.1,(+/-5.1),24.6,(+/-7.1),17.4,(+/-5.9),7.2,(+/-3.0),25.2,(+/-5.0),12.5,(+/-3.7),17.4,(+/-4.3),9.9,(+/-3.4),29.0,(+/-5.4),19.7,(+/-5.7),17.6,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.0,(+/-3.5),28.3,(+/-3.3),16.9,(+/-3.3),20.2,(+/-4.1),22.4,(+/-5.1),15.6,(+/-3.6),5.2,(+/-1.4),24.1,(+/-3.7),12.3,(+/-2.6),17.0,(+/-3.4),7.1,(+/-2.1),23.0,(+/-3.8),18.8,(+/-3.6),18.7,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.5,(+/-1.0),19.2,(+/-1.3),11.2,(+/-0.9),12.5,(+/-1.4),14.8,(+/-1.4),9.2,(+/-1.0),6.2,(+/-0.7),17.0,(+/-1.1),9.3,(+/-1.0),13.1,(+/-1.1),8.2,(+/-1.0),15.7,(+/-1.3),10.8,(+/-1.3),10.1,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.3,(+/-1.7),15.5,(+/-1.7),11.3,(+/-1.5),13.9,(+/-2.3),17.3,(+/-2.5),11.9,(+/-2.6),8.1,(+/-1.6),15.4,(+/-1.9),9.0,(+/-1.5),10.4,(+/-1.4),9.4,(+/-1.8),14.1,(+/-1.9),11.0,(+/-1.7),11.0,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.2,(+/-1.6),18.2,(+/-1.7),10.0,(+/-1.4),13.0,(+/-1.9),14.1,(+/-2.3),9.2,(+/-1.6),3.9,(+/-0.7),15.6,(+/-1.7),7.6,(+/-1.2),10.3,(+/-1.4),5.4,(+/-1.2),14.0,(+/-1.7),11.1,(+/-1.7),10.2,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.3,(+/-2.4),34.8,(+/-2.4),26.6,(+/-2.7),19.0,(+/-2.1),21.8,(+/-2.1),16.0,(+/-2.1),20.1,(+/-2.6),33.9,(+/-2.4),26.6,(+/-2.5),32.1,(+/-3.1),22.3,(+/-2.0),34.0,(+/-2.4),24.3,(+/-3.0),23.7,(+/-2.2)
Education,"School Enrollment","Population 3 years and over enrolled in school","192,099","(+/-4,163)","181,888","(+/-5,744)","191,318","(+/-6,049)","181,295","(+/-7,799)","198,346","(+/-10,948)","187,656","(+/-9,655)","201,870","(+/-6,211)","195,521","(+/-6,443)","203,787","(+/-8,015)","225,228","(+/-6,367)","199,129","(+/-6,179)","203,507","(+/-5,321)","215,273","(+/-11,269)","188,875","(+/-5,407)"
Education,"School Enrollment","Nursery school, preschool","9,598","(+/-1,590)","9,235","(+/-1,677)","12,686","(+/-2,378)","10,400","(+/-2,211)","10,702","(+/-2,798)","13,502","(+/-2,249)","12,966","(+/-1,757)","9,626","(+/-1,849)","13,959","(+/-2,484)","12,382","(+/-2,016)","10,438","(+/-1,582)","11,745","(+/-2,081)","13,655","(+/-2,885)","11,085","(+/-1,905)"
Education,"School Enrollment",Kindergarten,"10,283","(+/-2,078)","9,468","(+/-1,672)","13,065","(+/-2,268)","9,495","(+/-2,285)","9,868","(+/-2,562)","10,303","(+/-1,982)","10,553","(+/-1,871)","11,596","(+/-1,883)","12,397","(+/-2,612)","10,555","(+/-2,000)","8,950","(+/-1,713)","10,926","(+/-2,225)","8,476","(+/-2,066)","10,590","(+/-1,864)"
Education,"School Enrollment","Elementary school (grades 1-8)","83,878","(+/-3,701)","83,261","(+/-3,724)","77,624","(+/-3,684)","81,460","(+/-4,575)","69,728","(+/-6,994)","76,546","(+/-5,876)","84,788","(+/-3,552)","82,440","(+/-3,770)","84,065","(+/-4,512)","86,012","(+/-4,442)","79,845","(+/-3,299)","81,379","(+/-3,088)","89,980","(+/-7,006)","81,381","(+/-3,720)"
Education,"School Enrollment","High school (grades 9-12)","41,509","(+/-2,561)","40,434","(+/-2,838)","46,018","(+/-3,231)","39,541","(+/-3,046)","36,468","(+/-4,768)","40,151","(+/-3,925)","48,857","(+/-3,384)","46,034","(+/-3,291)","51,554","(+/-3,254)","50,775","(+/-3,509)","51,386","(+/-3,550)","46,111","(+/-2,658)","54,691","(+/-4,510)","47,611","(+/-3,000)"
Education,"School Enrollment","College or graduate school","46,831","(+/-3,568)","39,490","(+/-3,832)","41,925","(+/-4,596)","40,399","(+/-3,950)","71,580","(+/-5,693)","47,154","(+/-5,232)","44,706","(+/-3,929)","45,825","(+/-3,754)","41,812","(+/-3,867)","65,504","(+/-3,725)","48,510","(+/-4,172)","53,346","(+/-3,915)","48,471","(+/-5,200)","38,208","(+/-3,470)"
Education,"Educational Attainment","Population 25 years and over","539,869","(+/-3,967)","506,745","(+/-6,049)","546,873","(+/-6,965)","521,693","(+/-9,961)","520,936","(+/-10,796)","535,105","(+/-10,875)","556,382","(+/-7,475)","519,262","(+/-6,170)","547,966","(+/-9,543)","543,613","(+/-7,357)","540,159","(+/-7,699)","516,142","(+/-4,573)","516,498","(+/-11,362)","536,876","(+/-5,914)"
Education,"Educational Attainment","Less than 9th grade","17,941","(+/-3,142)","20,210","(+/-2,644)","14,840","(+/-1,976)","39,411","(+/-4,201)","20,757","(+/-3,657)","17,595","(+/-3,027)","12,671","(+/-2,361)","23,762","(+/-3,057)","35,140","(+/-4,022)","21,311","(+/-2,620)","20,744","(+/-2,945)","17,865","(+/-2,518)","28,170","(+/-3,104)","27,145","(+/-3,508)"
Education,"Educational Attainment","9th to 12th grade, no diploma","34,515","(+/-3,625)","46,368","(+/-3,822)","39,617","(+/-4,685)","28,867","(+/-3,666)","31,799","(+/-4,214)","23,353","(+/-3,604)","18,063","(+/-2,690)","40,171","(+/-3,728)","39,768","(+/-4,031)","37,829","(+/-4,167)","23,629","(+/-3,152)","46,414","(+/-4,155)","29,233","(+/-3,301)","37,148","(+/-3,778)"
Education,"Educational Attainment","High school graduate (includes equivalency)","155,039","(+/-7,267)","166,154","(+/-7,414)","160,562","(+/-6,544)","121,413","(+/-6,608)","98,665","(+/-7,725)","98,108","(+/-7,607)","87,547","(+/-5,145)","177,136","(+/-6,791)","150,184","(+/-6,529)","163,037","(+/-6,487)","121,672","(+/-6,380)","164,700","(+/-6,989)","132,291","(+/-7,941)","159,279","(+/-7,028)"
Education,"Educational Attainment","Some college, no degree","120,756","(+/-6,155)","116,281","(+/-6,035)","116,277","(+/-6,642)","84,013","(+/-5,433)","83,573","(+/-6,854)","94,716","(+/-6,187)","81,031","(+/-5,529)","104,104","(+/-6,245)","103,925","(+/-4,485)","108,744","(+/-6,188)","99,810","(+/-5,877)","109,511","(+/-6,439)","103,846","(+/-6,567)","114,754","(+/-6,080)"
Education,"Educational Attainment","Associate's degree","48,345","(+/-4,192)","50,885","(+/-3,755)","49,110","(+/-4,678)","43,352","(+/-3,685)","23,529","(+/-3,643)","38,118","(+/-4,264)","39,826","(+/-3,515)","48,536","(+/-4,075)","44,291","(+/-3,597)","48,149","(+/-3,618)","40,970","(+/-4,361)","48,769","(+/-3,715)","48,805","(+/-4,318)","46,175","(+/-3,640)"
Education,"Educational Attainment","Bachelor's degree","101,747","(+/-6,071)","61,170","(+/-3,934)","104,245","(+/-5,487)","119,454","(+/-6,411)","146,861","(+/-8,025)","151,693","(+/-7,051)","190,474","(+/-8,280)","69,278","(+/-4,899)","110,281","(+/-4,928)","97,405","(+/-5,381)","151,624","(+/-6,718)","76,331","(+/-5,674)","106,459","(+/-6,738)","98,894","(+/-5,722)"
Education,"Educational Attainment","Graduate or professional degree","61,526","(+/-4,488)","45,677","(+/-4,094)","62,222","(+/-5,312)","85,183","(+/-5,774)","115,752","(+/-7,126)","111,522","(+/-6,482)","126,770","(+/-5,711)","56,275","(+/-4,646)","64,377","(+/-4,688)","67,138","(+/-4,523)","81,710","(+/-5,266)","52,552","(+/-4,210)","67,694","(+/-5,166)","53,481","(+/-4,616)"
Education,"Educational Attainment","Percent high school graduate or higher",90.3,(+/-0.9),86.9,(+/-0.9),90.0,(+/-0.9),86.9,(+/-1.1),89.9,(+/-1.1),92.3,(+/-0.9),94.5,(+/-0.6),87.7,(+/-0.9),86.3,(+/-0.9),89.1,(+/-0.7),91.8,(+/-0.7),87.5,(+/-0.9),88.9,(+/-0.9),88.0,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",30.2,(+/-1.4),21.1,(+/-1.1),30.4,(+/-1.1),39.2,(+/-1.4),50.4,(+/-1.8),49.2,(+/-1.4),57.0,(+/-1.3),24.2,(+/-1.2),31.9,(+/-1.1),30.3,(+/-1.2),43.2,(+/-1.2),25.0,(+/-1.4),33.7,(+/-1.5),28.4,(+/-1.3)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","265,683",G,"242,429",G,"241,886",G,"361,662",G,"532,314",G,"544,500",G,"368,820",G,"211,024",G,"303,972",G,"203,468",G,"310,936",G,"226,193",G,"174,479",G,"193,549",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",728,G,"2,623",G,235,G,140,H,22,G,56,H,125,J,"1,556",G,235,G,413,G,118,J,"1,179",G,18,J,157,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",269,J,767,G,214,J,122,J,106,H,295,H,179,G,"1,027",H,273,H,290,G,442,J,"1,214",H,71,J,521,H
Business,"Paid employees for pay period including March 12",Utilities,"2,282",H,"1,137",H,"1,141",H,"1,328",H,"7,817",J,735,G,715,H,"1,530",G,"1,320",H,"1,044",G,"1,497",H,"2,129",H,"1,390",H,975,H
Business,"Paid employees for pay period including March 12",Construction,"13,453",G,"9,324",G,"15,951",G,"19,855",G,"8,446",G,"28,868",G,"19,779",G,"9,390",G,"17,937",G,"12,270",G,"26,772",G,"12,768",G,"12,510",G,"9,183",G
Business,"Paid employees for pay period including March 12",Manufacturing,"29,368",G,"30,916",G,"46,310",G,"19,975",G,"11,392",G,"22,590",G,"16,379",G,"30,756",G,"53,080",G,"28,641",G,"32,867",G,"27,545",G,"14,581",G,"44,932",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,097",G,"11,534",G,"8,813",G,"35,359",G,"15,572",G,"32,910",G,"18,979",G,"7,422",G,"18,230",G,"11,058",H,"18,336",G,"9,522",G,"4,702",G,"8,209",G
Business,"Paid employees for pay period including March 12","Retail trade","38,446",G,"34,681",G,"36,302",G,"37,705",G,"32,828",G,"46,137",G,"38,356",G,"34,933",G,"41,329",G,"32,697",G,"43,899",G,"34,068",G,"32,175",G,"29,544",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","26,752",G,"9,137",H,"11,309",G,"21,545",G,"79,222",H,"58,181",H,"11,415",G,"11,483",G,"33,020",H,"14,455",G,"12,172",G,"8,730",G,"11,743",G,"9,483",G
Business,"Paid employees for pay period including March 12",Information,"2,346",G,"2,863",H,"2,845",H,"18,103",G,"35,346",H,"21,945",G,"24,432",G,"2,017",G,"5,350",G,"2,559",G,"3,819",G,"2,987",G,"2,703",H,"1,665",H
Business,"Paid employees for pay period including March 12","Finance and insurance","5,263",G,"20,590",G,"5,254",G,"27,602",H,"18,344",G,"39,581",G,"25,881",G,"6,597",G,"7,871",H,"4,526",G,"11,022",G,"4,904",G,"3,609",G,"3,915",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,292",G,"2,890",G,"2,655",G,"6,646",G,"12,569",G,"22,454",G,"7,504",G,"2,207",G,"3,540",G,"4,043",G,"5,739",G,"2,936",G,"2,504",G,"2,083",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","9,572",G,"9,137",G,"7,560",G,"40,866",G,"55,557",G,"54,549",G,"52,716",G,"7,231",G,"10,788",G,"7,054",G,"28,773",G,"9,957",G,"6,186",G,"5,916",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,307",H,"5,984",H,"3,164",G,"18,657",G,"15,405",G,"33,617",G,"27,889",G,"1,248",H,"3,517",H,822,H,"6,550",G,"2,185",H,"2,272",H,"3,124",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","17,426",G,"12,659",H,"13,233",G,"28,979",G,"30,892",G,"45,854",G,"25,176",G,"9,609",H,"21,247",G,"10,782",G,"19,441",G,"14,173",H,"10,302",G,"7,453",G
Business,"Paid employees for pay period including March 12","Educational services","4,845",H,"5,434",H,"3,495",G,"5,704",G,"31,928",H,"8,940",G,"7,296",G,"2,619",G,"6,610",G,"3,785",G,"5,077",G,"3,286",G,"1,830",G,"4,492",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","37,779",G,"46,561",G,"37,981",G,"33,925",G,"82,307",G,"58,603",G,"37,262",G,"38,606",G,"33,347",G,"27,690",G,"41,210",G,"47,373",G,"34,155",G,"26,879",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","4,497",G,"1,727",G,"3,381",G,"3,852",G,"10,632",G,"8,412",G,"7,196",G,"2,983",H,"3,923",G,"2,913",G,"5,376",G,"3,089",H,"2,091",G,"2,105",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","43,419",G,"25,261",G,"30,932",G,"28,949",G,"65,171",G,"44,121",G,"32,508",G,"31,949",G,"30,352",G,"29,263",G,"34,102",G,"28,751",G,"24,260",G,"24,815",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","11,520",G,"9,190",G,"11,094",G,"12,298",G,"18,707",G,"16,591",G,"14,991",G,"7,828",G,"11,981",G,"9,141",G,"13,711",G,"9,371",G,"7,352",G,"8,079",G
Business,"Paid employees for pay period including March 12","Industries not classified",22,H,14,J,17,J,52,G,51,H,61,J,42,G,33,J,22,J,22,J,13,J,26,G,25,G,19,J
Business,"Annual payroll ($1,000)","Total for all sectors","13,702,612",G,"12,315,514",G,"12,236,096",G,"25,534,711",G,"44,108,510",G,"46,610,639",G,"29,443,579",G,"9,209,558",G,"15,706,353",G,"9,661,582",G,"19,262,814",G,"11,140,028",G,"8,292,610",G,"9,122,501",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","42,207",G,"133,521",G,"13,060",G,"14,246",J,"1,385",J,"2,031",H,"5,079",H,"92,462",G,"10,061",G,"25,978",H,"4,956",H,"63,556",G,423,J,"7,402",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","28,690",J,"54,750",G,"16,226",H,"10,859",J,"18,066",H,"44,454",J,"14,416",G,"86,822",H,"20,511",H,"20,373",G,"35,241",J,"89,474",H,"5,254",J,"29,976",H
Business,"Annual payroll ($1,000)",Utilities,"253,814",H,"108,561",H,"116,787",H,"177,963",H,"998,249",J,"93,941",G,"74,959",H,"133,993",G,"121,044",H,"102,032",H,"145,352",G,"235,537",H,"111,790",H,"100,705",H
Business,"Annual payroll ($1,000)",Construction,"873,787",G,"569,913",G,"1,132,263",G,"1,619,524",G,"757,085",G,"2,654,949",G,"1,570,283",G,"538,492",G,"1,215,657",G,"830,690",G,"2,072,425",G,"801,026",G,"847,703",G,"611,591",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,595,449",H,"1,854,242",G,"2,891,338",G,"1,364,125",G,"680,132",G,"1,465,868",G,"1,085,757",G,"1,696,725",G,"3,117,943",G,"1,709,908",G,"2,172,083",G,"1,677,711",G,"908,590",G,"2,457,229",G
Business,"Annual payroll ($1,000)","Wholesale trade","757,419",G,"701,904",G,"711,576",G,"3,106,622",G,"1,180,334",G,"3,002,666",G,"2,206,243",G,"499,309",G,"1,368,015",G,"754,184",G,"1,524,607",G,"611,299",G,"355,648",G,"550,952",G
Business,"Annual payroll ($1,000)","Retail trade","1,360,562",G,"1,186,002",G,"1,186,479",G,"1,597,138",G,"1,117,383",G,"1,768,105",G,"1,504,984",G,"1,123,516",G,"1,451,982",G,"1,080,601",G,"1,674,281",G,"1,105,399",G,"1,074,003",G,"922,108",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","1,378,001",G,"428,999",G,"581,619",G,"1,274,543",G,"7,240,102",H,"3,579,750",G,"941,329",G,"550,620",G,"1,354,564",H,"751,884",G,"639,927",G,"441,157",G,"465,034",G,"504,814",G
Business,"Annual payroll ($1,000)",Information,"146,925",G,"192,271",G,"157,285",H,"2,444,160",H,"4,783,127",H,"3,118,313",G,"3,299,315",G,"107,156",H,"454,046",G,"152,563",H,"245,862",G,"164,822",G,"183,315",H,"83,498",H
Business,"Annual payroll ($1,000)","Finance and insurance","395,473",G,"1,552,073",G,"373,119",G,"2,115,016",H,"2,533,601",G,"6,834,248",G,"3,026,204",G,"433,227",G,"652,772",G,"331,754",G,"889,614",G,"336,953",G,"242,796",G,"253,092",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","217,659",G,"152,214",G,"128,496",G,"441,304",G,"1,038,207",G,"3,080,905",H,"593,573",G,"103,059",G,"232,982",G,"251,168",G,"367,824",G,"161,730",G,"144,063",G,"105,846",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","669,415",G,"588,208",G,"500,639",G,"4,100,791",G,"7,862,890",G,"6,694,610",G,"4,901,120",G,"485,218",G,"767,200",G,"501,843",G,"2,982,633",G,"777,714",G,"435,419",G,"378,163",G
